Year,Agency ,Country,Area,Category,Sector,Amount
2013,USAID,Lebanon,Middle East,Education and Social Services,Higher Education,"3,616,787.30"
2013,USAID,Lebanon,Middle East,Program Management,Direct Administrative Costs,"67,195.89"
2013,USAID,Lebanon,Middle East,"Democracy, Human Rights, and Governance",Civil Society,"4,329,383.90"
2013,USAID,Lebanon,Middle East,"Democracy, Human Rights, and Governance",Good Governance,"1,985,710.70"
2013,USAID,Lebanon,Middle East,"Democracy, Human Rights, and Governance",Political Competition and Consensus-Building,"1,031,814.46"
2013,USAID,Lebanon,Middle East,Economic Development,Agriculture,"6,554,111.12"
2013,USAID,Lebanon,Middle East,Economic Development,Economic Opportunity,"1,718,068.51"
2013,USAID,Lebanon,Middle East,Economic Development,Trade and Investment,"319,133.00"
2013,USAID,Lebanon,Middle East,Education and Social Services,Basic Education,"21,657,547.00"
2013,USAID,Lebanon,Middle East,Education and Social Services,Higher Education,"6,917,774.03"
2013,USAID,Lebanon,Middle East,Education and Social Services,Social Assistance,"-1,644.55"
2013,USAID,Lebanon,Middle East,Environment,Natural Resources and Biodiversity,"23,255.29"
2013,USAID,Lebanon,Middle East,Health,Water Supply and Sanitation,"8,654,260.60"
2013,USAID,Lebanon,Middle East,Humanitarian Assistance,"Protection, Assistance and Solutions","2,120.43"
2013,USAID,Lebanon,Middle East,Peace and Security,Conflict Mitigation and Reconciliation,"1,405,652.80"
2013,USAID,Lebanon,Middle East,Program Management,Direct Administrative Costs,"1,464,717.25"
2013,USAID,Lebanon,Middle East,Program Management,Monitoring and Evaluation,"1,000,781.90"
2013,USAID,Lebanon,Middle East,Peace and Security,Conflict Mitigation and Reconciliation,"5,569,002.40"
2013,USAID,Lebanon,Middle East,Program Management,Direct Administrative Costs,"668,931.28"
2013,USAID,Lebanon,Middle East,Program Management,Monitoring and Evaluation,"205,587.62"
2014,USAID,Lebanon,Middle East,Education and Social Services,Higher Education,"656,095.02"
2014,USAID,Lebanon,Middle East,Humanitarian Assistance,"Protection, Assistance and Solutions","-20,799.47"
2014,USAID,Lebanon,Middle East,Education and Social Services,Higher Education,"2,975,351.00"
2014,USAID,Lebanon,Middle East,Education and Social Services,Social Assistance,"248,430.40"
2014,USAID,Lebanon,Middle East,Program Management,Direct Administrative Costs,"32,804.10"
2014,USAID,Lebanon,Middle East,"Democracy, Human Rights, and Governance",Civil Society,"2,818,538.40"
2014,USAID,Lebanon,Middle East,"Democracy, Human Rights, and Governance",Good Governance,"2,395,876.00"
2014,USAID,Lebanon,Middle East,"Democracy, Human Rights, and Governance",Political Competition and Consensus-Building,"1,038,396.00"
2014,USAID,Lebanon,Middle East,Economic Development,Agriculture,"7,647,977.18"
2014,USAID,Lebanon,Middle East,Economic Development,Economic Opportunity,"1,435,211.00"
2014,USAID,Lebanon,Middle East,Economic Development,Private Sector Competitiveness,433.15
2014,USAID,Lebanon,Middle East,Economic Development,Trade and Investment,"33,243.80"
2014,USAID,Lebanon,Middle East,Education and Social Services,Basic Education,"6,773,899.20"
2014,USAID,Lebanon,Middle East,Education and Social Services,Higher Education,"9,442,162.75"
2014,USAID,Lebanon,Middle East,Environment,Natural Resources and Biodiversity,"4,652,682.00"
2014,USAID,Lebanon,Middle East,Health,Water Supply and Sanitation,"13,063,689.00"
2014,USAID,Lebanon,Middle East,Peace and Security,Conflict Mitigation and Reconciliation,"6,952,152.84"
2014,USAID,Lebanon,Middle East,Program Management,Direct Administrative Costs,"696,890.13"
2014,USAID,Lebanon,Middle East,Program Management,Monitoring and Evaluation,"1,097,100.07"
2014,USAID,Lebanon,Middle East,"Democracy, Human Rights, and Governance",Civil Society,"1,584,308.69"
2014,USAID,Lebanon,Middle East,"Democracy, Human Rights, and Governance",Good Governance,"1,263,008.64"
2014,USAID,Lebanon,Middle East,"Democracy, Human Rights, and Governance",Political Competition and Consensus-Building,"82,733.43"
2014,USAID,Lebanon,Middle East,Economic Development,Agriculture,"1,477,485.94"
2014,USAID,Lebanon,Middle East,Economic Development,Economic Opportunity,"1,630,957.48"
2014,USAID,Lebanon,Middle East,Economic Development,Private Sector Competitiveness,-433.15
2014,USAID,Lebanon,Middle East,Economic Development,Trade and Investment,432.32
2014,USAID,Lebanon,Middle East,Education and Social Services,Basic Education,"2,743,912.60"
2014,USAID,Lebanon,Middle East,Education and Social Services,Higher Education,"2,151,599.21"
2014,USAID,Lebanon,Middle East,Environment,Natural Resources and Biodiversity,"165,029.14"
2014,USAID,Lebanon,Middle East,Health,Water Supply and Sanitation,"3,359,761.73"
2014,USAID,Lebanon,Middle East,Peace and Security,Conflict Mitigation and Reconciliation,"3,105,893.10"
2014,USAID,Lebanon,Middle East,Program Management,Direct Administrative Costs,"660,941.56"
2014,USAID,Lebanon,Middle East,Program Management,Monitoring and Evaluation,"301,453.78"
2014,USAID,Lebanon,Middle East,Peace and Security,Conflict Mitigation and Reconciliation,"2,601,536.30"
2014,USAID,Lebanon,Middle East,Program Management,Direct Administrative Costs,"370,147.84"
2014,USAID,Lebanon,Middle East,Program Management,Monitoring and Evaluation,"48,654.90"
2014,USAID,Lebanon,Middle East,Program Management,Direct Administrative Costs,"140,751.98"
2009,USAID,Lebanon,Middle East,Education and Social Services,Higher Education,"766,427.41"
2009,USAID,Lebanon,Middle East,Education and Social Services,Social Services,"949,048.31"
2009,USAID,Lebanon,Middle East,Education and Social Services,Social Services,"193,400.00"
2009,USAID,Lebanon,Middle East,Humanitarian Assistance,"Protection, Assistance and Solutions","249,090.56"
2009,USAID,Lebanon,Middle East,"Democracy, Human Rights, and Governance",Civil Society,"2,185,681.09"
2009,USAID,Lebanon,Middle East,Peace and Security,Conflict Mitigation and Reconciliation,"6,146,850.55"
2009,USAID,Lebanon,Middle East,Program Management,Direct Administrative Costs,"16,105.93"
2010,USAID,Lebanon,Middle East,Education and Social Services,Higher Education,"1,819,698.69"
2010,USAID,Lebanon,Middle East,Education and Social Services,Social Services,"498,043.49"
2010,USAID,Lebanon,Middle East,Education and Social Services,Social Services,"106,156.00"
2010,USAID,Lebanon,Middle East,Peace and Security,Conflict Mitigation and Reconciliation,"2,898,457.97"
2010,USAID,Lebanon,Middle East,Humanitarian Assistance,"Protection, Assistance and Solutions","-154,704.00"
2010,USAID,Lebanon,Middle East,"Democracy, Human Rights, and Governance",Civil Society,"267,258.00"
2010,USAID,Lebanon,Middle East,Peace and Security,Conflict Mitigation and Reconciliation,"5,390,316.54"
2010,USAID,Lebanon,Middle East,Program Management,Direct Administrative Costs,"753,274.59"
2010,USAID,Lebanon,Middle East,Program Management,Monitoring and Evaluation,"40,401.79"
2011,USAID,Lebanon,Middle East,Education and Social Services,Higher Education,"3,749,248.93"
2011,USAID,Lebanon,Middle East,Education and Social Services,Social Services,"872,013.47"
2011,USAID,Lebanon,Middle East,Peace and Security,Conflict Mitigation and Reconciliation,"2,598,748.80"
2011,USAID,Lebanon,Middle East,Humanitarian Assistance,"Protection, Assistance and Solutions","156,487.25"
2011,USAID,Lebanon,Middle East,Peace and Security,Conflict Mitigation and Reconciliation,"6,446,191.37"
2011,USAID,Lebanon,Middle East,Program Management,Direct Administrative Costs,"748,351.45"
2012,USAID,Lebanon,Middle East,Education and Social Services,Higher Education,"3,595,467.50"
2012,USAID,Lebanon,Middle East,Education and Social Services,Social Services,"782,193.53"
2012,USAID,Lebanon,Middle East,"Democracy, Human Rights, and Governance",Civil Society,"6,000,000.00"
2012,USAID,Lebanon,Middle East,Peace and Security,Conflict Mitigation and Reconciliation,"-1,256.98"
2012,USAID,Lebanon,Middle East,Humanitarian Assistance,"Protection, Assistance and Solutions","-118,487.85"
2012,USAID,Lebanon,Middle East,Peace and Security,Conflict Mitigation and Reconciliation,"4,146,506.37"
2012,USAID,Lebanon,Middle East,Program Management,Direct Administrative Costs,"391,000.82"
2012,USAID,Lebanon,Middle East,Program Management,Monitoring and Evaluation,"21,312.44"
2009,USAID,Lebanon,Middle East,"Democracy, Human Rights, and Governance",Civil Society,"137,214.00"
2006,MCC,Lesotho,Sub-Saharan Africa,"Democracy, Human Rights, and Governance",Rule of Law and Human Rights,"49,825.00"
2006,MCC,Lesotho,Sub-Saharan Africa,Economic Development,Macroeconomic Foundation for Growth,"185,000.00"
2006,MCC,Lesotho,Sub-Saharan Africa,Economic Development,Private Sector Competitiveness,"97,854.00"
2006,MCC,Lesotho,Sub-Saharan Africa,Multi-Sector,Multi-Sector - Unspecified,"1,015.97"
2006,MCC,Lesotho,Sub-Saharan Africa,Program Management,Direct Administrative Costs,"4,102.79"
2007,MCC,Lesotho,Sub-Saharan Africa,"Democracy, Human Rights, and Governance",Civil Society,"28,013.54"
2007,MCC,Lesotho,Sub-Saharan Africa,Economic Development,Macroeconomic Foundation for Growth,"591,284.57"
2007,MCC,Lesotho,Sub-Saharan Africa,Health,Water Supply and Sanitation,"22,002.64"
2007,MCC,Lesotho,Sub-Saharan Africa,Multi-Sector,Multi-Sector - Unspecified,"2,686,339.79"
2008,MCC,Lesotho,Sub-Saharan Africa,"Democracy, Human Rights, and Governance",Civil Society,"5,847.41"
2008,MCC,Lesotho,Sub-Saharan Africa,"Democracy, Human Rights, and Governance",Rule of Law and Human Rights,"228,000.00"
2008,MCC,Lesotho,Sub-Saharan Africa,Economic Development,Macroeconomic Foundation for Growth,996.44
2008,MCC,Lesotho,Sub-Saharan Africa,Economic Development,Private Sector Competitiveness,"83,000.00"
2008,MCC,Lesotho,Sub-Saharan Africa,Health,Family Planning and Reproductive Health,"90,991.80"
2008,MCC,Lesotho,Sub-Saharan Africa,Health,Other Public Health Threats,"548,806.94"
2008,MCC,Lesotho,Sub-Saharan Africa,Health,Water Supply and Sanitation,"55,618.29"
2008,MCC,Lesotho,Sub-Saharan Africa,Multi-Sector,Multi-Sector - Unspecified,"819,074.20"
2008,MCC,Lesotho,Sub-Saharan Africa,Program Management,Direct Administrative Costs,"2,248,102.23"
2009,MCC,Lesotho,Sub-Saharan Africa,"Democracy, Human Rights, and Governance",Civil Society,"97,589.47"
2009,MCC,Lesotho,Sub-Saharan Africa,"Democracy, Human Rights, and Governance",Rule of Law and Human Rights,"779,256.13"
2009,MCC,Lesotho,Sub-Saharan Africa,Economic Development,Financial Sector,"74,909.64"
2009,MCC,Lesotho,Sub-Saharan Africa,Economic Development,Private Sector Competitiveness,"12,162.07"
2009,MCC,Lesotho,Sub-Saharan Africa,Health,Family Planning and Reproductive Health,"-4,668.80"
2009,MCC,Lesotho,Sub-Saharan Africa,Health,Other Public Health Threats,"1,119,592.73"
2009,MCC,Lesotho,Sub-Saharan Africa,Health,Water Supply and Sanitation,"5,005,971.95"
2009,MCC,Lesotho,Sub-Saharan Africa,Multi-Sector,Multi-Sector - Unspecified,"1,209,868.79"
2009,MCC,Lesotho,Sub-Saharan Africa,Program Management,Direct Administrative Costs,"6,616,201.67"
2009,USAID,Lesotho,Sub-Saharan Africa,Health,HIV/AIDS,"1,481,739.14"
2009,USAID,Lesotho,Sub-Saharan Africa,"Democracy, Human Rights, and Governance",Civil Society,"11,092.94"
2009,USAID,Lesotho,Sub-Saharan Africa,"Democracy, Human Rights, and Governance",Rule of Law and Human Rights,"18,308.12"
2009,USAID,Lesotho,Sub-Saharan Africa,Education and Social Services,Social Assistance,"37,604.61"
2009,USAID,Lesotho,Sub-Saharan Africa,Education and Social Services,Social Services,"15,922.24"
2009,USAID,Lesotho,Sub-Saharan Africa,Health,Water Supply and Sanitation,"2,277.09"
2009,USAID,Lesotho,Sub-Saharan Africa,Health,HIV/AIDS,"4,727,890.39"
2009,USAID,Lesotho,Sub-Saharan Africa,Health,HIV/AIDS,"1,021,689.60"
2010,MCC,Lesotho,Sub-Saharan Africa,"Democracy, Human Rights, and Governance",Civil Society,"265,488.95"
2010,MCC,Lesotho,Sub-Saharan Africa,"Democracy, Human Rights, and Governance",Rule of Law and Human Rights,"2,594,246.47"
2010,MCC,Lesotho,Sub-Saharan Africa,Economic Development,Financial Sector,"167,113.80"
2010,MCC,Lesotho,Sub-Saharan Africa,Economic Development,Private Sector Competitiveness,"508,791.68"
2010,MCC,Lesotho,Sub-Saharan Africa,Health,Family Planning and Reproductive Health,"171,144.88"
2010,MCC,Lesotho,Sub-Saharan Africa,Health,Other Public Health Threats,"7,307,235.49"
2010,MCC,Lesotho,Sub-Saharan Africa,Health,Water Supply and Sanitation,"6,497,988.52"
2010,MCC,Lesotho,Sub-Saharan Africa,Multi-Sector,Multi-Sector - Unspecified,"2,317,997.18"
2010,MCC,Lesotho,Sub-Saharan Africa,Program Management,Direct Administrative Costs,"6,069,714.84"
2010,Peace Corps,Lesotho,Sub-Saharan Africa,Economic Development,Economic Development - General,"302,794.62"
2010,Peace Corps,Lesotho,Sub-Saharan Africa,Education and Social Services,Education and Social Services - General,"873,032.21"
2010,Peace Corps,Lesotho,Sub-Saharan Africa,Health,Health - General,"375,034.96"
2010,Peace Corps,Lesotho,Sub-Saharan Africa,Health,HIV/AIDS,"162,371.39"
2010,USAID,Lesotho,Sub-Saharan Africa,Health,HIV/AIDS,"61,989.92"
2010,USAID,Lesotho,Sub-Saharan Africa,"Democracy, Human Rights, and Governance",Civil Society,"10,995.35"
2010,USAID,Lesotho,Sub-Saharan Africa,Education and Social Services,Social Assistance,"25,122.98"
2010,USAID,Lesotho,Sub-Saharan Africa,Health,HIV/AIDS,"7,358,562.67"
2010,USAID,Lesotho,Sub-Saharan Africa,Health,HIV/AIDS,"448,929.43"
2011,DoD,Lesotho,Sub-Saharan Africa,Humanitarian Assistance,"Protection, Assistance and Solutions","9,600.00"
2011,DoD,Lesotho,Sub-Saharan Africa,Peace and Security,Counterterrorism,"78,583.00"
2011,MCC,Lesotho,Sub-Saharan Africa,"Democracy, Human Rights, and Governance",Civil Society,"346,361.86"
2011,MCC,Lesotho,Sub-Saharan Africa,"Democracy, Human Rights, and Governance",Rule of Law and Human Rights,"3,204,357.35"
2011,MCC,Lesotho,Sub-Saharan Africa,Economic Development,Financial Sector,"749,902.29"
2011,MCC,Lesotho,Sub-Saharan Africa,Economic Development,Private Sector Competitiveness,"980,769.55"
2011,MCC,Lesotho,Sub-Saharan Africa,Health,Family Planning and Reproductive Health,"377,265.56"
2011,MCC,Lesotho,Sub-Saharan Africa,Health,Other Public Health Threats,"27,520,930.06"
2011,MCC,Lesotho,Sub-Saharan Africa,Health,Water Supply and Sanitation,"23,416,773.81"
2011,MCC,Lesotho,Sub-Saharan Africa,Multi-Sector,Multi-Sector - Unspecified,"10,138,412.34"
2011,MCC,Lesotho,Sub-Saharan Africa,Program Management,Direct Administrative Costs,"5,214,346.84"
2011,Peace Corps,Lesotho,Sub-Saharan Africa,Economic Development,Economic Development - General,"557,112.10"
2011,Peace Corps,Lesotho,Sub-Saharan Africa,Education and Social Services,Education and Social Services - General,"776,818.31"
2011,Peace Corps,Lesotho,Sub-Saharan Africa,Health,Health - General,"230,168.39"
2011,Peace Corps,Lesotho,Sub-Saharan Africa,Health,HIV/AIDS,"301,337.64"
2011,USAID,Lesotho,Sub-Saharan Africa,Health,HIV/AIDS,84.23
2011,USAID,Lesotho,Sub-Saharan Africa,"Democracy, Human Rights, and Governance",Civil Society,"23,770.01"
2011,USAID,Lesotho,Sub-Saharan Africa,Education and Social Services,Social Assistance,"89,578.28"
2011,USAID,Lesotho,Sub-Saharan Africa,Education and Social Services,Social Services,-0.02
2011,USAID,Lesotho,Sub-Saharan Africa,Health,HIV/AIDS,"16,637,604.17"
2011,USAID,Lesotho,Sub-Saharan Africa,Health,HIV/AIDS,"149,533.61"
2012,DoD,Lesotho,Sub-Saharan Africa,Peace and Security,Counterterrorism,"220,157.00"
2012,MCC,Lesotho,Sub-Saharan Africa,"Democracy, Human Rights, and Governance",Civil Society,"158,080.97"
2012,MCC,Lesotho,Sub-Saharan Africa,"Democracy, Human Rights, and Governance",Rule of Law and Human Rights,"4,499,062.85"
2012,MCC,Lesotho,Sub-Saharan Africa,Economic Development,Financial Sector,"287,156.18"
2012,MCC,Lesotho,Sub-Saharan Africa,Economic Development,Private Sector Competitiveness,"312,688.12"
2012,MCC,Lesotho,Sub-Saharan Africa,Health,Family Planning and Reproductive Health,"69,478.04"
2012,MCC,Lesotho,Sub-Saharan Africa,Health,Other Public Health Threats,"26,136,385.09"
2012,MCC,Lesotho,Sub-Saharan Africa,Health,Water Supply and Sanitation,"39,702,335.67"
2012,MCC,Lesotho,Sub-Saharan Africa,Multi-Sector,Multi-Sector - Unspecified,"7,339,287.10"
2012,MCC,Lesotho,Sub-Saharan Africa,Program Management,Direct Administrative Costs,"7,691,456.14"
2012,Peace Corps,Lesotho,Sub-Saharan Africa,Economic Development,Economic Development - General,"528,160.94"
2012,Peace Corps,Lesotho,Sub-Saharan Africa,Education and Social Services,Education and Social Services - General,"1,046,541.10"
2012,Peace Corps,Lesotho,Sub-Saharan Africa,Health,Health - General,"48,903.80"
2012,Peace Corps,Lesotho,Sub-Saharan Africa,Health,HIV/AIDS,"421,994.82"
2012,USAID,Lesotho,Sub-Saharan Africa,Health,HIV/AIDS,"165,076.94"
2012,USAID,Lesotho,Sub-Saharan Africa,"Democracy, Human Rights, and Governance",Civil Society,"11,624.37"
2012,USAID,Lesotho,Sub-Saharan Africa,Education and Social Services,Social Assistance,"91,886.25"
2012,USAID,Lesotho,Sub-Saharan Africa,Health,HIV/AIDS,"20,498,584.18"
2012,USAID,Lesotho,Sub-Saharan Africa,Health,HIV/AIDS,"37,308.32"
2013,DoD,Lesotho,Sub-Saharan Africa,Peace and Security,Counterterrorism,"3,775.00"
2013,HHS,Lesotho,Sub-Saharan Africa,Health,HIV/AIDS,"8,993,284.72"
2013,MCC,Lesotho,Sub-Saharan Africa,"Democracy, Human Rights, and Governance",Civil Society,"212,632.25"
2013,MCC,Lesotho,Sub-Saharan Africa,"Democracy, Human Rights, and Governance",Rule of Law and Human Rights,"4,742,046.86"
2013,MCC,Lesotho,Sub-Saharan Africa,Economic Development,Financial Sector,"93,903.05"
2013,MCC,Lesotho,Sub-Saharan Africa,Economic Development,Private Sector Competitiveness,"996,123.48"
2013,MCC,Lesotho,Sub-Saharan Africa,Health,Family Planning and Reproductive Health,"78,550.16"
2013,MCC,Lesotho,Sub-Saharan Africa,Health,Other Public Health Threats,"52,887,344.30"
2013,MCC,Lesotho,Sub-Saharan Africa,Health,Water Supply and Sanitation,"61,181,043.82"
2013,MCC,Lesotho,Sub-Saharan Africa,Multi-Sector,Multi-Sector - Unspecified,"597,912.36"
2013,MCC,Lesotho,Sub-Saharan Africa,Program Management,Direct Administrative Costs,"9,862,628.97"
2013,Peace Corps,Lesotho,Sub-Saharan Africa,Economic Development,Economic Development - General,"260,296.43"
2013,Peace Corps,Lesotho,Sub-Saharan Africa,Education and Social Services,Education and Social Services - General,"1,198,224.02"
2013,Peace Corps,Lesotho,Sub-Saharan Africa,Health,Health - General,"103,258.08"
2013,Peace Corps,Lesotho,Sub-Saharan Africa,Economic Development,Economic Development - General,"4,777.53"
2013,Peace Corps,Lesotho,Sub-Saharan Africa,Health,HIV/AIDS,"413,410.60"
2013,Treasury,Lesotho,Sub-Saharan Africa,Economic Development,Financial Sector,"188,606.21"
2013,USAID,Lesotho,Sub-Saharan Africa,Humanitarian Assistance,"Protection, Assistance and Solutions",-249
2013,USAID,Lesotho,Sub-Saharan Africa,"Democracy, Human Rights, and Governance",Political Competition and Consensus-Building,"128,288.80"
2013,USAID,Lesotho,Sub-Saharan Africa,Education and Social Services,Social Assistance,"14,038.38"
2013,USAID,Lesotho,Sub-Saharan Africa,Program Management,Direct Administrative Costs,"2,706.25"
2013,USAID,Lesotho,Sub-Saharan Africa,"Democracy, Human Rights, and Governance",Good Governance,"169,500.20"
2013,USAID,Lesotho,Sub-Saharan Africa,Health,HIV/AIDS,"23,427,740.74"
2013,USAID,Lesotho,Sub-Saharan Africa,Health,HIV/AIDS,"25,847.30"
2013,USAID,Lesotho,Sub-Saharan Africa,Humanitarian Assistance,Disaster Readiness,"311,916.00"
2013,USAID,Lesotho,Sub-Saharan Africa,Humanitarian Assistance,"Protection, Assistance and Solutions","2,005,247.50"
2014,HHS,Lesotho,Sub-Saharan Africa,Health,HIV/AIDS,"4,563,633.48"
2014,MCC,Lesotho,Sub-Saharan Africa,"Democracy, Human Rights, and Governance",Rule of Law and Human Rights,"1,864,796.64"
2014,MCC,Lesotho,Sub-Saharan Africa,Economic Development,Financial Sector,"97,756.07"
2014,MCC,Lesotho,Sub-Saharan Africa,Economic Development,Private Sector Competitiveness,"1,040.30"
2014,MCC,Lesotho,Sub-Saharan Africa,Health,Family Planning and Reproductive Health,"22,435.00"
2014,MCC,Lesotho,Sub-Saharan Africa,Health,Other Public Health Threats,"15,092,154.84"
2014,MCC,Lesotho,Sub-Saharan Africa,Health,Water Supply and Sanitation,"14,004,876.82"
2014,MCC,Lesotho,Sub-Saharan Africa,Multi-Sector,Multi-Sector - Unspecified,"1,357,840.05"
2014,MCC,Lesotho,Sub-Saharan Africa,Program Management,Direct Administrative Costs,"2,717,202.22"
2014,Peace Corps,Lesotho,Sub-Saharan Africa,Education and Social Services,Education and Social Services - General,"20,200.54"
2014,Peace Corps,Lesotho,Sub-Saharan Africa,Health,HIV/AIDS,"444,658.70"
2014,Peace Corps,Lesotho,Sub-Saharan Africa,Economic Development,Economic Development - General,"20,484.22"
2014,Peace Corps,Lesotho,Sub-Saharan Africa,Education and Social Services,Education and Social Services - General,"1,395,204.04"
2014,Peace Corps,Lesotho,Sub-Saharan Africa,Health,Health - General,"184,358.12"
2014,Treasury,Lesotho,Sub-Saharan Africa,Economic Development,Financial Sector,"191,097.88"
2014,USAID,Lesotho,Sub-Saharan Africa,"Democracy, Human Rights, and Governance",Political Competition and Consensus-Building,"320,607.00"
2014,USAID,Lesotho,Sub-Saharan Africa,Education and Social Services,Social Assistance,"18,648.21"
2014,USAID,Lesotho,Sub-Saharan Africa,"Democracy, Human Rights, and Governance",Good Governance,"30,499.80"
2014,USAID,Lesotho,Sub-Saharan Africa,Health,HIV/AIDS,"15,412,543.24"
2014,USAID,Lesotho,Sub-Saharan Africa,Health,HIV/AIDS,"7,652,351.83"
2014,USAID,Lesotho,Sub-Saharan Africa,Health,HIV/AIDS,"24,372.18"
2014,USAID,Lesotho,Sub-Saharan Africa,Humanitarian Assistance,Disaster Readiness,"763,540.00"
2014,USAID,Lesotho,Sub-Saharan Africa,Humanitarian Assistance,"Protection, Assistance and Solutions","1,531,752.00"
2014,USAID,Lesotho,Sub-Saharan Africa,Humanitarian Assistance,Disaster Readiness,"345,900.00"
2011,Treasury,Lesotho,Sub-Saharan Africa,"Democracy, Human Rights, and Governance",Good Governance,"535,676.00"
2012,Treasury,Lesotho,Sub-Saharan Africa,Economic Development,Financial Sector,"514,827.93"
2009,USAID,Lesotho,Sub-Saharan Africa,Humanitarian Assistance,"Protection, Assistance and Solutions","25,200.00"
2009,USAID,Lesotho,Sub-Saharan Africa,Humanitarian Assistance,"Protection, Assistance and Solutions","405,512.00"
2009,USAID,Lesotho,Sub-Saharan Africa,Humanitarian Assistance,Disaster Readiness,"358,641.00"
2009,USAID,Lesotho,Sub-Saharan Africa,Humanitarian Assistance,"Protection, Assistance and Solutions","16,455.00"
2010,USAID,Lesotho,Sub-Saharan Africa,Humanitarian Assistance,"Protection, Assistance and Solutions","50,754.00"
2010,USAID,Lesotho,Sub-Saharan Africa,Humanitarian Assistance,Disaster Readiness,"1,251,252.00"
2011,USAID,Lesotho,Sub-Saharan Africa,Humanitarian Assistance,"Protection, Assistance and Solutions","64,160.00"
2011,USAID,Lesotho,Sub-Saharan Africa,Humanitarian Assistance,"Protection, Assistance and Solutions",295
2011,USAID,Lesotho,Sub-Saharan Africa,Humanitarian Assistance,Disaster Readiness,"788,661.00"
2011,USAID,Lesotho,Sub-Saharan Africa,Humanitarian Assistance,"Protection, Assistance and Solutions","325,999.00"
2012,USAID,Lesotho,Sub-Saharan Africa,Humanitarian Assistance,"Protection, Assistance and Solutions",-626
2012,USAID,Lesotho,Sub-Saharan Africa,Humanitarian Assistance,"Protection, Assistance and Solutions",464
2012,USAID,Lesotho,Sub-Saharan Africa,Humanitarian Assistance,Disaster Readiness,"697,045.00"
2012,USAID,Lesotho,Sub-Saharan Africa,Humanitarian Assistance,"Protection, Assistance and Solutions","867,600.00"
2012,USAID,Lesotho,Sub-Saharan Africa,Health,HIV/AIDS,"150,000.00"
2009,USAID,Lesotho,Sub-Saharan Africa,Health,HIV/AIDS,"32,082.22"
2010,USAID,Lesotho,Sub-Saharan Africa,Health,HIV/AIDS,"375,282.75"
2011,USAID,Lesotho,Sub-Saharan Africa,Health,HIV/AIDS,"-3,093.52"
2012,USAID,Lesotho,Sub-Saharan Africa,"Democracy, Human Rights, and Governance",Civil Society,"7,054.19"
2012,USAID,Lesotho,Sub-Saharan Africa,Health,HIV/AIDS,"8,285.48"
2009,USADF,Liberia,Sub-Saharan Africa,Economic Development,Agriculture,"126,218.88"
2009,USADF,Liberia,Sub-Saharan Africa,Economic Development,Economic Opportunity,"268,328.42"
2009,USADF,Liberia,Sub-Saharan Africa,Economic Development,Trade and Investment,"31,294.00"
2009,USADF,Liberia,Sub-Saharan Africa,Program Management,Monitoring and Evaluation,"134,526.92"
2009,USAID,Liberia,Sub-Saharan Africa,Health,Family Planning and Reproductive Health,"1,247,800.78"
2009,USAID,Liberia,Sub-Saharan Africa,Health,HIV/AIDS,"751,654.69"
2009,USAID,Liberia,Sub-Saharan Africa,Health,Malaria,"1,534,904.47"
2009,USAID,Liberia,Sub-Saharan Africa,Health,Maternal and Child Health,"583,621.13"
2009,USAID,Liberia,Sub-Saharan Africa,"Democracy, Human Rights, and Governance",Civil Society,"53,428.60"
2009,USAID,Liberia,Sub-Saharan Africa,"Democracy, Human Rights, and Governance",Good Governance,"877,793.58"
2009,USAID,Liberia,Sub-Saharan Africa,"Democracy, Human Rights, and Governance",Rule of Law and Human Rights,"1,032,735.84"
2009,USAID,Liberia,Sub-Saharan Africa,Economic Development,Agriculture,"4,445,555.41"
2009,USAID,Liberia,Sub-Saharan Africa,Economic Development,Economic Opportunity,"754,795.47"
2009,USAID,Liberia,Sub-Saharan Africa,Economic Development,Infrastructure,"4,015,998.36"
2009,USAID,Liberia,Sub-Saharan Africa,Economic Development,Private Sector Competitiveness,"1,524,479.75"
2009,USAID,Liberia,Sub-Saharan Africa,Education and Social Services,Basic Education,"13,140,150.96"
2009,USAID,Liberia,Sub-Saharan Africa,Education and Social Services,Social Assistance,"51,786.00"
2009,USAID,Liberia,Sub-Saharan Africa,Education and Social Services,Social Services,"17,858.30"
2009,USAID,Liberia,Sub-Saharan Africa,Environment,Clean Productive Environment,"2,478.00"
2009,USAID,Liberia,Sub-Saharan Africa,Environment,Natural Resources and Biodiversity,"1,095,784.67"
2009,USAID,Liberia,Sub-Saharan Africa,Health,Water Supply and Sanitation,"263,294.00"
2009,USAID,Liberia,Sub-Saharan Africa,Program Management,Direct Administrative Costs,"377,597.79"
2009,USAID,Liberia,Sub-Saharan Africa,Program Management,Monitoring and Evaluation,"1,682.39"
2009,USAID,Liberia,Sub-Saharan Africa,"Democracy, Human Rights, and Governance",Civil Society,"14,953.75"
2009,USAID,Liberia,Sub-Saharan Africa,"Democracy, Human Rights, and Governance",Good Governance,"19,341,097.16"
2009,USAID,Liberia,Sub-Saharan Africa,"Democracy, Human Rights, and Governance",Political Competition and Consensus-Building,"1,548.00"
2009,USAID,Liberia,Sub-Saharan Africa,"Democracy, Human Rights, and Governance",Rule of Law and Human Rights,"904,177.64"
2009,USAID,Liberia,Sub-Saharan Africa,Economic Development,Agriculture,"6,105.15"
2009,USAID,Liberia,Sub-Saharan Africa,Economic Development,Economic Opportunity,"56,548.78"
